"counterpartName","transactionTimeUtc","amount","transactionType","transactionId"
"Google Australia","2024-06-06 02:00:45.053",-4.6,"CARD_TRANSACTION","e2a1d7ea-28d9-46cf-969b-982b9761aa1e"
"Google Australia","2024-06-06 01:57:25.434",-6.1,"CARD_TRANSACTION","f0901703-2cc4-450a-ab69-ab9b93677d48"
"Kmart","2024-06-06 01:31:22.078",-22,"CARD_TRANSACTION","2bc637b0-1149-4892-a4df-5079ee966feb"
"Shadows Cafe Bakery","2024-06-06 01:11:19.740",-15,"CARD_TRANSACTION","a069a42f-ca52-4ff1-83e5-3520039f7b43"
"Mersey Pharmacy","2024-06-06 01:09:03.798",-43.62,"CARD_TRANSACTION","32ccf7c3-6f4f-4fec-9cdd-a3b9a75049f9"
"Russell Island Service Station","2024-06-06 00:33:28.486",-52,"CARD_TRANSACTION","b916e31a-b057-420f-8fc4-f93efac82fb1"
"Transport NSW","2024-06-06 00:09:23.445",-1,"CARD_TRANSACTION","12e22360-ec9d-4a1a-8576-f5eecbea9d55"
"Skip","2024-06-06 00:00:17.802",-5.61,"CARD_TRANSACTION","4b7c3992-c520-4dd7-a23f-cda072f99198"
"Transport NSW","2024-06-05 23:39:40.002",-1,"CARD_TRANSACTION","aedd84bb-dce1-4b96-839b-e391c6b231e8"
"United Petroleum (Lynbrook)","2024-06-05 23:13:11.926",-99.01,"CARD_TRANSACTION","9cef8f09-16ce-4397-99aa-586e9262fe38"
"Veneziano Coffee Roasters (Surry Hills)","2024-06-05 23:05:47.660",-6.06,"CARD_TRANSACTION","53bc4c14-708c-44e4-a8ab-aefd6ba43b9f"
"Transport NSW","2024-06-05 22:48:43.933",-1,"CARD_TRANSACTION","a7f39c45-907c-46cc-b554-5c269cbe776b"
"Coles Express (Northmead)","2024-06-05 21:37:15.281",-7.5,"CARD_TRANSACTION","837469a2-4a33-43a2-af66-588eb105a6cd"
"Fairfax Media","2024-06-05 21:28:29.544",-67.51,"CARD_TRANSACTION","bc1af249-c69f-462b-9c40-fdb995a6f373"
"Parla Quay Quarter","2024-06-05 21:28:12.468",-4.2,"CARD_TRANSACTION","aef3150f-6754-4d25-80d7-1f063452a6f1"
"Noble Roasters","2024-06-05 21:25:26.147",-11,"CARD_TRANSACTION","b6dbf762-5f3f-4d67-b8e4-a434c9341ccd"
"Transport NSW","2024-06-05 20:55:32.440",-1,"CARD_TRANSACTION","6f05547c-4ece-4934-8ebf-1d07e956ce13"
"Hammerich's Coffee (North Lakes)","2024-06-05 20:33:15.383",-6.2,"CARD_TRANSACTION","96ebb940-c0df-42f5-865d-4c341308ecb4"
"Hannover Re Life Insurance","2024-06-05 19:42:25.679",-79.86,"CARD_TRANSACTION","d52b45a2-f3a1-4a77-965d-fc81d0144780"
"Afterpay","2024-06-05 18:09:01.481",-3.75,"CARD_TRANSACTION","5dc79608-38a1-4978-91a5-715e7faa221b"
"Afterpay","2024-06-05 16:40:06.170",-11.57,"CARD_TRANSACTION","050bd46b-cf86-4a49-85f6-cfd1bba52a15"
"Afterpay","2024-06-05 16:38:44.297",-25.93,"CARD_TRANSACTION","4f179405-8bda-4d58-b441-c35b12506825"
"Afterpay","2024-06-05 16:37:55.668",-3.75,"CARD_TRANSACTION","0c6b08d5-bf38-49f4-bf39-8434c6f53c5f"
"Afterpay","2024-06-05 16:36:50.098",-3.88,"CARD_TRANSACTION","7c368650-f763-4b7a-9295-c0cd812b1064"
"Afterpay","2024-06-05 16:18:37.754",-34.86,"CARD_TRANSACTION","743902a8-0a5b-4645-aeee-233d524960e2"
"Afterpay","2024-06-05 16:01:40.547",-100,"CARD_TRANSACTION","9ab64b2c-d71b-43c8-8758-faf36ea70220"
"Afterpay","2024-06-05 15:58:56.054",-4.46,"CARD_TRANSACTION","1c301bc6-c02c-4e14-8878-b924928e3c2a"
"Google Australia","2024-06-05 15:58:36.301",-9.2,"CARD_TRANSACTION","394ef384-634b-41c1-b59f-739713f68a07"
"Afterpay","2024-06-05 15:56:58.453",-10.14,"CARD_TRANSACTION","b1fc6215-5b78-47c3-a1f0-d75967ef6a13"
"Afterpay","2024-06-05 15:56:33.168",-3,"CARD_TRANSACTION","6758914b-e888-4ac9-aad8-16bfb8954bd0"
"Google Australia","2024-06-05 15:56:31.368",-3,"CARD_TRANSACTION","feb15b7e-65ce-4df8-9e91-af025246ded6"
"Google Australia","2024-06-05 14:46:15.500",-4.6,"CARD_TRANSACTION","ed90ab5d-3234-4117-b649-7ab498046463"
"Google Australia","2024-06-05 14:44:38.854",-21.4,"CARD_TRANSACTION","d798ea78-00b2-425b-ba7a-b613abe5dd3c"
"Yo-Chi Frozen Yogurt (Broadbeach)","2024-06-05 12:43:16.930",-8.25,"CARD_TRANSACTION","6d9c779c-477b-4864-99e1-3d35bb583a19"
"Woolworths (Nundah)","2024-06-05 11:00:10.069",-9.1,"CARD_TRANSACTION","ea659460-8e18-4ee1-9a88-9aca5079075f"
"Coburg Table Tennis Club","2024-06-05 10:58:11.249",-91.31,"CARD_TRANSACTION","33d545da-9bf3-4641-a583-48d1bb4e3858"
"The Bayview Hotel (Gladesville)","2024-06-05 10:08:27.241",-9.3,"CARD_TRANSACTION","a6ca395c-e957-4429-8182-4aab40483ca8"
"Service SA","2024-06-05 09:41:34.973",-347,"CARD_TRANSACTION","8cd96aa9-6f68-4c40-a12b-5317c7542d4e"
"The Bayview Hotel (Gladesville)","2024-06-05 09:32:30.912",-21.41,"CARD_TRANSACTION","441c7304-d5d5-4b86-9c6e-3065ae2cc238"
"The Bayview Hotel (Gladesville)","2024-06-05 09:00:03.105",-10.92,"CARD_TRANSACTION","0fdd3c51-d51b-4279-b59e-9f330386d860"
"Smartpay Australia","2024-06-05 08:19:41.588",-40.15,"CARD_TRANSACTION","20ece6de-eb52-4947-8ef0-783fadaa806a"
"Epsom Village Pizza","2024-06-05 08:10:48.374",-28.28,"CARD_TRANSACTION","c40d2b77-9b7f-4307-a291-50240e917fe2"
"Chemist Warehouse (Epsom)","2024-06-05 08:06:46.709",-135.75,"CARD_TRANSACTION","bc9c4732-c231-4eb5-8ce0-328ef8523265"
"Shenton Pharmacy","2024-06-05 07:57:24.103",-30.95,"CARD_TRANSACTION","ac96f32c-31c1-4dd4-b333-94f825b5b348"
"Woolworths (Epsom)","2024-06-05 07:50:11.857",-49.8,"CARD_TRANSACTION","19422f91-563f-4507-8f10-7997d1bf0787"
"Coles (North Rocks)","2024-06-05 07:49:49.152",-28.3,"CARD_TRANSACTION","750d197c-94ce-454e-a64d-3349c8df48b3"
"United Petroleum (Hastings West)","2024-06-05 07:46:24.936",-40.69,"CARD_TRANSACTION","fd99d32a-261b-481f-a522-db6b9bbaefeb"
"Oporto","2024-06-05 07:45:19.608",-9.88,"CARD_TRANSACTION","0e9061f7-309a-4c4d-a25b-cb6b3bad8a13"
"Walker's Doughnuts (Epsom Village)","2024-06-05 07:35:22.545",-19.19,"CARD_TRANSACTION","cf4f0400-9d7f-4f47-a605-e8b30506d381"
"Starbucks Coffee (4370)","2024-06-05 07:34:10.566",-21.43,"CARD_TRANSACTION","e4e97907-b6fb-4532-862d-23c04feab5f1"
"Woolworths (Deception Bay)","2024-06-05 07:14:31.479",-38.04,"CARD_TRANSACTION","c004423c-f114-4795-bc37-b19d658f407b"
"Square","2024-06-05 07:14:00.498",-84,"CARD_TRANSACTION","3a3bf303-f61e-4021-bef2-023b309bba28"
"Costco (North Lakes)","2024-06-05 07:06:07.175",-40,"CARD_TRANSACTION","73e9c9d2-ea48-4252-ae4e-58f57bb7243e"
"Ngong Ping 360","2024-06-05 06:57:08.689",-75.31,"CARD_TRANSACTION","baff637b-1c88-4a1a-b58e-27896359bba0"
"Coles (Mango Hill Market Place)","2024-06-05 06:52:06.983",-21.15,"CARD_TRANSACTION","571a5c09-73f0-4240-974a-194609bce2e6"
"KFC","2024-06-05 06:45:00.014",-9.45,"CARD_TRANSACTION","c3a63c58-31f8-4624-b541-97379fdf2b9e"
"Kingswood Tobacco Gi","2024-06-05 06:33:23.203",-20,"CARD_TRANSACTION","a5652079-8f46-4688-82ef-a5f684bc4ad9"
"Kingswood Chicken Man","2024-06-05 06:27:44.363",-27.6,"CARD_TRANSACTION","7e205c1a-f217-40b4-8530-20a77da4b9f1"
"Woolworths (Collingwood Park)","2024-06-05 06:18:29.627",-27.34,"CARD_TRANSACTION","6a71d1ba-b058-4ca6-b70c-7bf5db1e5e10"
"Choo Roo","2024-06-05 06:05:43.702",-25.2,"CARD_TRANSACTION","b47224bc-a160-44f8-9048-6cd41aba68d5"
"DentalCare Clinics (Stanmore)","2024-06-05 05:58:49.691",-1,"CARD_TRANSACTION","d345a87c-1540-42bf-8d67-f14ebbe65a77"
"Clarinda Fish & Chippery (Clarinda Village)","2024-06-05 05:58:19.579",-41.2,"CARD_TRANSACTION","1b77ec4c-b1f2-484d-891a-65536449089c"
"Best & Less","2024-06-05 05:44:57.751",-40,"CARD_TRANSACTION","ddc20d47-abd4-4a9d-8044-556cf14fc499"
"Uptown Parking","2024-06-05 05:37:57.764",-10,"CARD_TRANSACTION","ee7c7400-bf85-4c8f-873b-6cb11e172276"
"McDonald's (Camira)","2024-06-05 05:25:13.011",-36.55,"CARD_TRANSACTION","57894e95-9324-4bc6-9aaf-2c9048255c9d"
"Liberty Oil (Epsom)","2024-06-05 05:20:50.535",-75,"CARD_TRANSACTION","0ddd4cd4-a03e-4019-b266-91d25f118910"
"Pearl Energy (Robina)","2024-06-05 05:12:58.908",-67.01,"CARD_TRANSACTION","9b0daa9d-2a20-4f5d-a17f-1fd639a33f32"
"Cellarbrations (Wadalba)","2024-06-05 05:12:46.598",-30,"CARD_TRANSACTION","0a482c96-fcf7-45bf-bd97-15fb5f7932d0"
"Coles (Wadalba)","2024-06-05 05:09:38.914",-7.6,"CARD_TRANSACTION","9e787769-a8ec-4701-b2bc-49faf9c3fccc"
"Woolworths (Rouse Hill Town Centre)","2024-06-05 05:01:04.936",-75.8,"CARD_TRANSACTION","78c8fd75-6609-4887-91fc-364b6e2de623"
"Woolworths (Schofields)","2024-06-05 04:56:20.222",-5.65,"CARD_TRANSACTION","89f694ff-fea7-4706-836b-02d2e02d685c"
"Kmart (Rouse Hill)","2024-06-05 04:34:24.975",-63.5,"CARD_TRANSACTION","6d704a8f-aa63-4514-8ed9-3d370c146955"
"ALDI (South Melbourne)","2024-06-05 04:18:28.487",-41.63,"CARD_TRANSACTION","81bfafd9-ef46-4042-8c28-d4200861a799"
"United Petroleum (Glenunga)","2024-06-05 04:10:39.085",-28.84,"CARD_TRANSACTION","09f0f8de-7323-4431-84ca-32c0c09285f9"
"Chemist Warehouse (Parramatta)","2024-06-05 03:57:43.581",-26.48,"CARD_TRANSACTION","b2dfd543-e4e7-408a-a119-f70b44d1014d"
"United Petroleum (Glenunga)","2024-06-05 03:55:28.784",-21.15,"CARD_TRANSACTION","b72300a8-f564-4b22-930b-17badf3c43ca"
"Woolworths (South Melbourne Central)","2024-06-05 03:55:24.053",-5,"CARD_TRANSACTION","b147be3c-48ed-4031-844e-970fc6955984"
"Hero Sushi (Westfield Parramatta)","2024-06-05 03:45:24.408",-9,"CARD_TRANSACTION","d3302a3c-e4c7-4e41-b322-c5631a60fd8b"
"Coles (South Melbourne)","2024-06-05 03:40:19.069",-37.5,"CARD_TRANSACTION","b3664a5e-b514-48e4-a50c-67f9704f1b3d"
"IGA (Putney)","2024-06-05 03:22:05.297",-9.41,"CARD_TRANSACTION","fc5bcbb3-b4bb-4a31-97e9-529f48408328"
"Gldn Odsy","2024-06-05 03:21:36.117",-5.99,"CARD_TRANSACTION","028f0506-56fe-444e-b650-96caf4292371"
"Square","2024-06-05 02:56:25.504",-17,"CARD_TRANSACTION","7f29664f-3e01-4a2d-8553-4d1d0daf9dea"
"Etsy","2024-06-05 02:55:53.802",-29.9,"CARD_TRANSACTION","9695dfeb-6b27-4d2e-8236-0f4b3a5b8397"
"Chemist Warehouse (Oakleigh)","2024-06-05 02:45:29.500",-19.99,"CARD_TRANSACTION","435ea0b4-939d-40d8-9cd4-c5c359b43636"
"Skinner & Hackett","2024-06-05 02:38:04.646",-0.61,"CARD_TRANSACTION","ebef023e-2d29-437e-afe4-767dad7ef318"
"ALDI (Waterloo)","2024-06-05 02:28:38.276",-32.72,"CARD_TRANSACTION","0bf6f8ed-cb95-4e63-a9b9-f286f8e1c7ba"
"Pauls Warehouse (Rockdale)","2024-06-05 02:26:19.356",-39.32,"CARD_TRANSACTION","b08dbb47-5fea-4b34-9ff9-cd4de1a529a8"
"Premix King (Cobram)","2024-06-05 02:20:31.750",-25,"CARD_TRANSACTION","46b83089-b759-4c7d-becd-d5f5ea2f6535"
"Black Toque Patisserie","2024-06-05 02:17:54.215",-18.8,"CARD_TRANSACTION","53e6a363-3b08-4229-9296-d19e3bdca73e"
"Mitcham Foodland Trading Partnership","2024-06-05 02:13:16.695",-18.23,"CARD_TRANSACTION","85f2cfb9-013f-4198-b3b7-746669c95f9b"
"Square","2024-06-05 02:00:48.414",-8,"CARD_TRANSACTION","88beab55-dfc5-475c-98f0-c9bfb8b8d5ca"
"V*yoga-go.io","2024-06-05 01:04:39.497",-46.75,"CARD_TRANSACTION","22ffa055-1077-48c1-bafe-d86818acbbbb"
"V*yoga-go.io","2024-06-05 01:03:43.917",-58.76,"CARD_TRANSACTION","b55ff521-60e9-4fc9-96cd-6e57a08a9f13"
"ALDI (Corio)","2024-06-05 00:54:23.728",-13.81,"CARD_TRANSACTION","ab03b4e5-09d3-4f86-8526-c03bb5eb1528"
"Amazon","2024-06-05 00:40:48.855",-119,"CARD_TRANSACTION","fc579f43-9fb8-40be-a744-0256bf01a039"
"Event Cinemas (Marion)","2024-06-05 00:39:50.487",-9.45,"CARD_TRANSACTION","12cacb39-747d-4f2e-a60e-58a9c0ab7efd"
"Woolworths (Corio)","2024-06-05 00:36:04.673",-52,"CARD_TRANSACTION","c0622def-e0a5-4cff-bd85-0e4cd2a0bf85"
"ALDI (Varsity Lakes)","2024-06-05 00:27:17.626",-146.39,"CARD_TRANSACTION","e7f4cd10-9ec5-45c3-9539-c2949d8e5650"
"Zeller","2024-06-05 00:18:21.293",-4.56,"CARD_TRANSACTION","c4926e0e-fa93-4ce3-99d3-140412798ec5"
"Skip","2024-06-05 00:03:46.938",-19.06,"CARD_TRANSACTION","f6aa4791-35c5-4f50-923a-9bcf8fc17bab"
"Zarraffa's Coffee (Easy T Shopping Centre)","2024-06-04 23:38:43.457",-6.4,"CARD_TRANSACTION","3191bd42-978f-4c2b-91f2-5db5a2d633a1"
"Heart Bakery","2024-06-04 23:17:03.089",-6.99,"CARD_TRANSACTION","995440a1-f70f-4f61-998a-b6df83f1a9cf"
"Veneziano Coffee Roasters (Surry Hills)","2024-06-04 23:12:49.260",-5.05,"CARD_TRANSACTION","a0e5bf72-bccb-43b4-8322-01d591d11c4b"
"Transport NSW","2024-06-04 23:10:37.847",-1,"CARD_TRANSACTION","31616901-d489-4c44-9ffb-9bd8e1d0c08f"
"Woolworths (Fishermans Bend)","2024-06-04 23:09:53.455",-21.6,"CARD_TRANSACTION","0244269d-a0bd-4e3a-89cd-b1034ee6ce51"
"Park Grocer Pty Ltd","2024-06-04 22:49:35.021",-1.53,"CARD_TRANSACTION","c72064b6-fea2-4266-a327-7c5c73eed613"
"Jim Lanskey Co. Pl","2024-06-04 22:45:38.117",-160,"CARD_TRANSACTION","991dadcb-66d8-47f5-a72f-29196e283324"
"Veneziano Coffee Roasters (Surry Hills)","2024-06-04 22:41:59.464",-6.06,"CARD_TRANSACTION","f7788abe-8cc1-4d8f-a69e-7890ba1829a3"
"Blumin","2024-06-04 22:19:39.009",-5.06,"CARD_TRANSACTION","975b4c83-480f-42bb-aefd-17d1ef4444ee"
"The Spirited Goat","2024-06-04 22:07:04.111",-10.11,"CARD_TRANSACTION","db656dc8-25ca-44bf-8a16-6bb4e0284159"
"Otto's Market (Precinct)","2024-06-04 22:03:50.032",-15.18,"CARD_TRANSACTION","d6d94ad2-e8f6-48b6-8a37-beac97b7afcd"
"Parla Quay Quarter","2024-06-04 21:35:44.212",-4.2,"CARD_TRANSACTION","01c504c1-e699-4797-9fba-4527cdfe7101"
"Uptown Parking","2024-06-04 21:35:23.423",-24,"CARD_TRANSACTION","d8fba7b5-a4ea-486b-ab8c-2140b94a8af3"
"Ryde-Parramatta Golf Club","2024-06-04 20:43:42.741",-12,"CARD_TRANSACTION","44d2ae2e-45b1-4ed3-baba-7fcd079a37d0"
"Transport NSW","2024-06-04 20:20:30.255",-1,"CARD_TRANSACTION","48947ee6-d8e7-4bed-aa58-7378205306a1"
"Zeller","2024-06-04 20:18:15.601",-16.95,"CARD_TRANSACTION","3f7e9d8d-bd06-402b-8e33-bb2f48f95c83"
"Already Awesome","2024-06-04 19:38:41.482",-9.64,"CARD_TRANSACTION","f7839fd2-8451-433d-b0eb-2b70156822a8"
"Google Australia","2024-06-04 18:22:25.434",-7.49,"CARD_TRANSACTION","cee23708-aa59-47b9-918d-3fbd9fcc1cb0"
"Google Australia","2024-06-04 16:37:44.086",-6.49,"CARD_TRANSACTION","d744c78b-6a8a-4542-9930-e50c852a0bb2"
"Google Australia","2024-06-04 16:33:08.710",-4.19,"CARD_TRANSACTION","40515e97-159a-4ea4-83bd-bdf7aa039308"
"Google Australia","2024-06-04 16:00:47.860",-5.99,"CARD_TRANSACTION","d9719cf9-7440-4dd0-a662-d87d3da3deeb"
"Google Australia","2024-06-04 14:45:21.557",-4.69,"CARD_TRANSACTION","ae763c20-6839-42d8-8e44-7b3e81a757eb"
"Optus","2024-06-04 12:47:56.531",-5,"CARD_TRANSACTION","dbfab610-e1f2-4b1f-b4ae-66d2b844fb73"
"Google Australia","2024-06-04 12:35:37.899",-4.69,"CARD_TRANSACTION","fbce19eb-6823-495e-bfed-4e83749bd674"
"Google Australia","2024-06-04 12:12:21.466",-3.19,"CARD_TRANSACTION","58d4526b-b0ff-465e-a6ec-b66d6eaf0e26"
"The Gelato Shop","2024-06-04 10:57:15.640",-8.88,"CARD_TRANSACTION","1a6893f2-f588-46d4-84c0-b8d173a7b6ef"
"Sushi Hub (Brisbane City)","2024-06-04 10:50:42.749",-16.5,"CARD_TRANSACTION","975f96f1-8164-4331-b384-c911e3921abf"
"Woolworths (Hunt Club Village)","2024-06-04 10:44:54.205",-12.75,"CARD_TRANSACTION","c055d15d-7d24-4b40-b85b-7bf96d2be218"
"Woolworths (Collingwood Park)","2024-06-04 10:11:39.437",-21.45,"CARD_TRANSACTION","33c65fc7-3c00-46e2-8139-8c876eda3563"
"Coles (Kings Cross Centre)","2024-06-04 09:56:22.560",-72.88,"CARD_TRANSACTION","39ee09eb-d34b-4136-b476-c31cda57c514"
"Limited Edition Dance","2024-06-04 09:38:29.070",-101.73,"CARD_TRANSACTION","34a61ba2-ad52-4fc4-b7b1-90ca3b7658de"
"Coles Express (Creswick)","2024-06-04 09:26:22.728",-48.94,"CARD_TRANSACTION","0bbea5f3-5ce1-4a1a-b9df-a929522dd29c"
"Apple (App Store)","2024-06-04 09:17:41.547",-22.99,"CARD_TRANSACTION","d040a3c7-8249-464d-bc6f-1f916adafa20"
"Shopback Australia","2024-06-04 09:15:48.050",-18.78,"CARD_TRANSACTION","efa91b85-8ac4-4e7d-ad26-70dda9c0a800"
"Ritchies Supa IGA (Wonthaggi)","2024-06-04 09:07:16.752",-6.3,"CARD_TRANSACTION","1df8892e-f512-4a3c-baf2-f1c279539ca7"
"Google Australia","2024-06-04 09:04:21.035",-4.2,"CARD_TRANSACTION","2da1aaff-07a6-4796-a8e8-32e447d8857a"
"Woolworths (Hunt Club Village)","2024-06-04 08:56:20.436",-29.7,"CARD_TRANSACTION","da7670a8-fd4c-49dc-a7c8-647ea9b6f623"
"Square","2024-06-04 08:34:59.021",-22,"CARD_TRANSACTION","54bf1ae2-a634-4851-9edf-9056bf727651"
"Midway Family Pharmacy","2024-06-04 08:29:07.569",-24.65,"CARD_TRANSACTION","247b6f7b-5f28-486d-9eb7-eb4d8db10a78"
"Mollisons","2024-06-04 08:21:44.265",-26.1,"CARD_TRANSACTION","d13305de-22de-4e49-b8c4-92121e36cd3a"
"Costco (Ipswich)","2024-06-04 08:20:56.068",-8.96,"CARD_TRANSACTION","55895047-2563-4e1d-8d65-9b0f17b9fabf"
"Costco (Ipswich)","2024-06-04 08:18:37.850",-430.4,"CARD_TRANSACTION","5ba5aa70-3505-4b71-8924-d061bb4c3c1d"
"Woolworths (Nundah)","2024-06-04 08:09:36.466",-27.24,"CARD_TRANSACTION","4774588e-2536-4e09-9af6-7936994fdaf5"
"Zeller","2024-06-04 08:08:16.425",-12.4,"CARD_TRANSACTION","86643a1d-2b4c-4ee4-9d33-b418aa180b83"
"IGA (Stanmore)","2024-06-04 08:07:03.739",-24.3,"CARD_TRANSACTION","3f894c50-8f55-4899-bce4-f87f7394c336"
"ALDI (North Rocks)","2024-06-04 07:58:39.203",-37.51,"CARD_TRANSACTION","b02f8caa-2521-4289-89d8-0fee07881896"
"Temu Australia","2024-06-04 07:52:54.685",-2.39,"CARD_TRANSACTION","9463e0b1-e38f-4e5d-a341-d9e6ef09e04c"
"Temu Australia","2024-06-04 07:52:14.706",-50.38,"CARD_TRANSACTION","cdedf500-1009-4d73-b223-083d185f3d2c"
"Coles (Wonthaggi)","2024-06-04 07:29:04.719",-35.16,"CARD_TRANSACTION","1fa6a01e-961e-4995-852c-e4c6ef81d048"
"ALDI (Yamanto)","2024-06-04 07:28:27.785",-35.21,"CARD_TRANSACTION","1def1e1d-d338-4786-84db-4a7152dd2f39"
"Morsl","2024-06-04 07:24:07.416",-2.6,"CARD_TRANSACTION","2d816728-a721-45f0-b977-d08d1f6cbe7f"
"Transport NSW","2024-06-04 07:22:24.869",-1,"CARD_TRANSACTION","15b432cb-daa8-4d92-ad92-fd7fdb67bb51"
"The Good Grocer IGA (Shenton Park)","2024-06-04 07:12:23.852",-25,"CARD_TRANSACTION","d8284788-c33a-4d38-aa3b-a7ecde1497eb"
"The Good Grocer IGA (Shenton Park)","2024-06-04 07:10:59.271",-11.05,"CARD_TRANSACTION","3e1e9d21-5429-43d5-8af5-7a8468587bef"
"Woolworths (Rothwell)","2024-06-04 06:57:12.437",-85.65,"CARD_TRANSACTION","8e997e3b-8609-4e33-a3b6-68e28f26b41a"
"Woolworths (Karalee Shopping Village)","2024-06-04 06:50:54.271",-0.99,"CARD_TRANSACTION","17d64a4a-e15e-4190-94be-bb72459ac0f3"
"Marks Spencer","2024-06-04 06:50:02.597",-158.39,"CARD_TRANSACTION","7fdde834-e7fe-4582-a4ea-49bcba2e4877"
"Woolworths (Karalee Shopping Village)","2024-06-04 06:49:51.511",-47.45,"CARD_TRANSACTION","b1d162fb-e789-4dfc-b456-f54e93a9856d"
"Woolworths (Rothwell)","2024-06-04 06:49:36.923",-92.17,"CARD_TRANSACTION","5911da58-86f3-49c5-ab79-a147c79726b5"
"BP (Leongatha)","2024-06-04 06:42:54.591",-67.51,"CARD_TRANSACTION","89691084-5b0f-4ca5-9289-e6da718cf9f4"
"Optus","2024-06-04 06:03:41.126",-10,"CARD_TRANSACTION","29ddabc4-fdc6-4c31-b9b1-029f099202df"
"App*nebulaastrology","2024-06-04 05:58:07.763",-58.82,"CARD_TRANSACTION","3e2637a5-ba8d-4864-b9dd-79ed645b34a3"
"Google Australia","2024-06-04 05:52:19.277",-1.8,"CARD_TRANSACTION","9809df17-fdbd-4409-ab08-fd37e09efa50"
"Australia Post (Putney LPO)","2024-06-04 05:25:54.681",-37.49,"CARD_TRANSACTION","9b1a695a-3244-4656-ad31-5a5a9e7657d1"
"Menulog","2024-06-04 05:16:38.278",-22.25,"CARD_TRANSACTION","c30bf36c-0acb-4459-8c1e-255584b9d66d"
"IGA (Pialba)","2024-06-04 05:12:09.134",-9.1,"CARD_TRANSACTION","ae4aba22-5939-4e0d-9bb5-156e041ac855"
"Woolworths (Whyalla Westlands)","2024-06-04 05:10:30.694",-42.7,"CARD_TRANSACTION","8e7eac43-1908-4da8-bcaa-e972549d79ce"
"McDonald's (Redcliffe)","2024-06-04 05:02:47.330",-11,"CARD_TRANSACTION","2c25fb22-54a1-4fdd-af21-5001b8a6fe95"
"Woolworths (Schofields)","2024-06-04 05:01:34.476",-3.85,"CARD_TRANSACTION","c78a7f12-9346-40e2-8890-fd9f42f0ced4"
"Coles (Whyalla)","2024-06-04 04:59:44.571",-21.82,"CARD_TRANSACTION","3a75d1a3-2759-4947-9753-66adecd01599"
"Coles (Kings Langley Shopping Centre)","2024-06-04 04:06:37.568",-12.44,"CARD_TRANSACTION","70405eec-3ba9-44c1-810a-f62d89b0b20b"
"Menulog","2024-06-04 03:50:04.883",-27.4,"CARD_TRANSACTION","7996f867-068a-48f6-8653-24ca401591cb"
"JD Sports (Westpoint Blacktown)","2024-06-04 03:21:54.191",-180,"CARD_TRANSACTION","6f510749-6da6-478b-80e5-d25fb29157e4"
"Parla Quay Quarter","2024-06-04 03:13:22.702",-20.5,"CARD_TRANSACTION","1bb59334-1e25-4c04-b21e-72f8f3b02b06"
"Sushi Roll (World Square)","2024-06-04 03:11:09.049",-19.43,"CARD_TRANSACTION","19b2a049-2a6f-4a52-9c91-4d6f67986154"
"Urban Fresh Putney","2024-06-04 02:55:52.560",-4.98,"CARD_TRANSACTION","5356578e-4f77-4167-9e40-b94cc0fddd8c"
"Deli Ziosa (Quay Quarter)","2024-06-04 02:46:26.136",-13.02,"CARD_TRANSACTION","e887fc42-3719-4e80-ab43-55e0813ae961"
"McDonald's (Roma)","2024-06-04 02:41:57.198",-15.4,"CARD_TRANSACTION","bdd9a4c6-eee1-4c8b-bfa1-f19cd827931f"
"Coles (Whitsunday Shopping Centre)","2024-06-04 02:36:25.846",-23.49,"CARD_TRANSACTION","34db8cb9-f6f8-4e17-87fb-854557889a7a"
"Square","2024-06-04 02:33:59.410",-33.74,"CARD_TRANSACTION","640b2016-a788-4e2a-9e6a-0431933e4e97"
"Black Toque Patisserie","2024-06-04 02:32:21.141",-11.8,"CARD_TRANSACTION","68834903-349e-47aa-be81-93ec7aa23de2"
"Liven","2024-06-04 02:32:18.624",-8.35,"CARD_TRANSACTION","6ba84e62-e3e0-4315-805b-dfc51f14bacc"
"Woolworths (The Station Oxley)","2024-06-04 02:32:02.814",-9.25,"CARD_TRANSACTION","64ec53ba-8ab3-4fe4-b005-b1af9f725c2a"
"Peninsula Coffee Lab","2024-06-04 02:30:13.719",-8,"CARD_TRANSACTION","eebe2f7f-e6cb-40a7-8774-8bae12c27e22"
"Thai Riffic On Street","2024-06-04 02:29:19.269",-16.24,"CARD_TRANSACTION","1c087e1a-ec31-435b-985b-5c186a1d7880"
"Australia Post (Putney LPO)","2024-06-04 02:26:37.545",-10.9,"CARD_TRANSACTION","c1aae842-f2be-4be7-95a6-ad9954baaae5"
"Pappys Trading Pty Ltd","2024-06-04 02:25:21.353",-12.67,"CARD_TRANSACTION","a794434a-c0a9-4d4e-ab6e-5cdf3557544b"
"Dubai International Ho","2024-06-04 02:21:29.485",-20.13,"CARD_TRANSACTION","381da872-62a9-4844-8da2-d560a288dc66"
"Smartpay Australia","2024-06-04 02:15:43.669",-16.26,"CARD_TRANSACTION","6022ac63-0038-4a07-9763-a7a93e2a58fa"
"Smartpay Australia","2024-06-04 02:15:23.663",-16.26,"CARD_TRANSACTION","3aa0cfc2-a104-47d8-8cef-26ab5263f293"
"Southvale Newsagency","2024-06-04 02:14:55.385",-26.52,"CARD_TRANSACTION","3f2091a0-d2b3-444f-9c43-24e742aff09c"
"Bakers Delight (Robina Town Centre)","2024-06-04 02:03:54.622",-0.5,"CARD_TRANSACTION","ed2e89be-a8bf-4012-8335-9ed752417a3d"
