"counterpartName","transactionTimeUtc","amount","transactionType","transactionId"
"Bakers Delight (Cherrybrook Village)","2024-05-31 02:15:12.989",-7.2,"CARD_TRANSACTION","61199392-4691-4627-b2da-2fa360d725ae"
"Woolworths Metro (Surry Hills)","2024-05-31 02:14:03.164",-11.5,"CARD_TRANSACTION","02e2a182-c68c-40da-ae79-207437894eab"
"Martelli's Fruit Market","2024-05-31 02:12:43.838",-159.82,"CARD_TRANSACTION","c2112888-e796-4794-8d64-388abebaad38"
"The Growers (Top Ryde City Shopping Centre)","2024-05-31 02:12:14.314",-29.14,"CARD_TRANSACTION","06997df3-ea64-4955-a828-5b52bf73639d"
"Kmart (Bowen)","2024-05-31 02:12:08.565",-23.25,"CARD_TRANSACTION","711e6b3c-4e5d-420e-ab37-579322a84f1f"
"ALDI (Top Ryde City Shopping Centre)","2024-05-31 02:01:43.154",-5.9,"CARD_TRANSACTION","e7193f18-5a5d-426c-ad69-1b706967e8d9"
"Ledgeria.net","2024-05-31 01:55:04.528",-3,"CARD_TRANSACTION","804659a7-bfb4-42f1-9ece-39a4d9a2655f"
"Coles (Kedron)","2024-05-31 01:49:19.516",-13.39,"CARD_TRANSACTION","ab504575-a43a-4be4-a066-1ca6a909deda"
"KFC (Earlville)","2024-05-31 01:45:12.428",-16.45,"CARD_TRANSACTION","5a71b2f3-f1a6-4577-91a5-c8756ce93a17"
"McDonald's (Murrumba Downs)","2024-05-31 01:36:11.532",-5.5,"CARD_TRANSACTION","746a7967-135b-4589-8809-8e3f2bb2ba02"
"HDM Business Pty Ltd","2024-05-31 01:27:42.913",-11.7,"CARD_TRANSACTION","9de96633-8210-488a-b222-8b6a3ec695ac"
"Chemist Warehouse (Castle Hill)","2024-05-31 01:18:04.944",-75.95,"CARD_TRANSACTION","9fec90a5-3a0a-4d9a-a0dc-bd653f979079"
"Woolworths (Imperial Centre Gosford)","2024-05-31 01:16:06.442",-20.55,"CARD_TRANSACTION","d82a9a72-6fd8-43cc-b517-f8791258f28e"
"Australia Post (Waterford LPO)","2024-05-31 01:13:03.387",-20.24,"CARD_TRANSACTION","c8a8d97b-2e25-40b9-ab29-8f198aad5796"
"Officeworks (Castle Hill)","2024-05-31 01:07:43.366",-14.92,"CARD_TRANSACTION","46f3fccf-aaf5-4913-842b-576aeb906bfb"
"Coles (Westpoint)","2024-05-31 00:58:08.543",-55,"CARD_TRANSACTION","8166c3e8-7ac7-4619-b22d-bb27ff0ee48f"
"Square","2024-05-31 00:52:03.748",-25,"CARD_TRANSACTION","bbbe31ef-523c-49d2-a937-4508b9da72ee"
"Officeworks (Castle Hill)","2024-05-31 00:39:26.107",-100,"CARD_TRANSACTION","949c1e8c-e242-47a9-acdc-9aaacc0b31fe"
"Zonts Bakehouse","2024-05-31 00:38:23.815",-8.61,"CARD_TRANSACTION","5eb9ee7b-7361-44ba-8d99-bd1a28b0eb54"
"Speedway Petroleum (Smithfield)","2024-05-31 00:19:12.599",-97.73,"CARD_TRANSACTION","5b6fba85-81a6-4c80-a783-bc55b68bfc50"
"Try Booking","2024-05-31 00:16:01.312",-365.38,"CARD_TRANSACTION","e2712310-3de9-4fcb-af21-a33cf64bdce7"
"Vodafone","2024-05-30 23:50:34.802",-5,"CARD_TRANSACTION","be913801-40c8-47c3-8e60-f4c8ae0b654d"
"ALDI (South Melbourne)","2024-05-30 23:31:14.676",-8.32,"CARD_TRANSACTION","85219b58-76f6-437f-8b6d-09f46ce67010"
"Coles (Lynbrook)","2024-05-30 23:24:38.760",-57.15,"CARD_TRANSACTION","22d46b7f-4a29-421d-85d0-24e3743204c1"
"Habitat (Port Melbourne)","2024-05-30 23:21:36.616",-23.76,"CARD_TRANSACTION","73feaf4a-3403-4b26-8d83-e4b9983bfeb5"
"McDonald's (Woodcroft)","2024-05-30 23:19:01.109",-5.25,"CARD_TRANSACTION","72cc5eb6-e874-45b5-8d33-50f152e62c58"
"Transport NSW","2024-05-30 23:16:29.418",-1,"CARD_TRANSACTION","588783ed-91d7-4470-b9bf-ab848fcb157d"
"Square","2024-05-30 23:11:29.176",-11,"CARD_TRANSACTION","361b5527-eaea-42be-9a19-278dc234181e"
"Toro Sushi","2024-05-30 23:09:39.293",-15.02,"CARD_TRANSACTION","0c158f21-19ca-4d67-a046-e391fd6cf530"
"Veneziano Coffee Roasters (Surry Hills)","2024-05-30 23:08:15.408",-5.05,"CARD_TRANSACTION","5a932d1a-c3d3-4586-838b-f16ddf300c43"
"Coles (Woodcroft Village)","2024-05-30 23:03:33.196",-40,"CARD_TRANSACTION","1089ceb7-b3bf-464c-bb7d-068bc0c77148"
"Brighter Coffee","2024-05-30 22:58:02.373",-32.5,"CARD_TRANSACTION","85ee4030-35a8-468b-bed6-4642a33b7b43"
"Veneziano Coffee Roasters (Surry Hills)","2024-05-30 22:28:19.746",-6.06,"CARD_TRANSACTION","1782046f-c7f3-4077-9e6f-e65155583719"
"Zeller","2024-05-30 20:37:10.622",-17.7,"CARD_TRANSACTION","32bb0bd3-8fb3-4610-ba50-98bad4df6269"
"The Corner Store","2024-05-30 20:36:44.938",-5.08,"CARD_TRANSACTION","388a1dc5-b65c-40fe-b3d6-05857b15bd39"
"Netflix","2024-05-30 16:16:34.126",-16.99,"CARD_TRANSACTION","1649866e-e0a1-40c6-a3b1-a4259c8c607a"
"Hungry Jacks (Ipswich)","2024-05-30 13:04:58.324",-5,"CARD_TRANSACTION","043c9cfc-4fc2-494a-9314-272550f8148f"
"Hungry Jacks (Ipswich)","2024-05-30 13:03:59.527",-5,"CARD_TRANSACTION","a7371ac0-6e76-49e1-9b6c-5c142de3fb36"
"Laon","2024-05-30 11:34:16.728",-293.86,"CARD_TRANSACTION","cfd7b0f5-320b-4955-9d45-d0e777a9bc1b"
"The Good Grocer IGA (Shenton Park)","2024-05-30 08:54:24.644",-25,"CARD_TRANSACTION","9c84e85c-7f9e-4b6d-b321-2969e4acc4e4"
"Woolworths (Redbank Plains Mountview)","2024-05-30 08:46:24.334",-6.7,"CARD_TRANSACTION","6d12adbf-dfa7-4968-9c26-ec6543feea91"
"BIG W (Dalby)","2024-05-30 08:44:19.806",-13.85,"CARD_TRANSACTION","3099f229-e543-4878-a7c1-4e5f669d579b"
"Kingswood Sports Club","2024-05-30 08:34:00.964",-20,"CARD_TRANSACTION","07a61b70-5bc8-4b51-a63f-b8f78865f49d"
"Mad Mex (Sydney Airport)","2024-05-30 08:33:34.114",-20.73,"CARD_TRANSACTION","b0ad081b-196a-4fdd-af92-3edc4b3f1166"
"Kmart (Dalby)","2024-05-30 08:25:02.660",-10.5,"CARD_TRANSACTION","e4ee984f-f17c-462d-b6c2-854b6623bb5f"
"Busport Kitchen","2024-05-30 08:18:29.580",-6.3,"CARD_TRANSACTION","0e6a97a7-6fc4-417a-be32-8dddd2980750"
"Busport Lotteries Ne","2024-05-30 08:17:28.907",-8.3,"CARD_TRANSACTION","b7ddaae8-36c4-4957-bdba-02d68073241b"
"ALDI (Ferntree Gully)","2024-05-30 08:04:03.040",-22.58,"CARD_TRANSACTION","5afdbaf4-a171-4481-b157-1fd7cf119fbf"
"Mega Mgc Coffee Myeong-d","2024-05-30 08:01:57.621",-8.35,"CARD_TRANSACTION","c3b9f115-9a63-4de3-ab33-9323af4d9c3d"
"Coles (Helensburgh)","2024-05-30 08:01:18.608",-46.95,"CARD_TRANSACTION","21832bbc-20bf-40fb-a9eb-caf3cc400791"
"Chemist Warehouse (Ferntree Gully)","2024-05-30 07:57:55.270",-6.7,"CARD_TRANSACTION","512350bf-46de-4b21-98fb-a6747d2bb6bd"
"Northmead Pizzeria","2024-05-30 07:42:20.138",-32.25,"CARD_TRANSACTION","ba6d8912-6b76-41cd-9079-12a579253dbd"
"Ampol Woolworths Metro (Northmead)","2024-05-30 07:40:20.233",-6,"CARD_TRANSACTION","5254018f-e41b-41e3-a30c-5ad6590948d2"
"ALDI (North Rocks)","2024-05-30 07:37:27.807",-37.19,"CARD_TRANSACTION","8cfb829b-d5b7-4a03-bc81-5e9a05098579"
"BIG W (Caneland Central)","2024-05-30 07:26:18.240",-22,"CARD_TRANSACTION","baedce31-0064-4415-ba2c-fb8ffba37afc"
"Kmart (North Rocks)","2024-05-30 07:24:30.687",-23.25,"CARD_TRANSACTION","a65b3eb6-3b4b-4f65-b981-ae564e648d67"
"Woolworths (Deception Bay)","2024-05-30 07:17:41.013",-86.8,"CARD_TRANSACTION","cc2606a4-5e95-4ec4-831f-82d6fac7798c"
"Busport Lotteries Ne","2024-05-30 07:03:40.601",-2.3,"CARD_TRANSACTION","ae5960d3-6bf8-4d0f-b025-55788ec24c6a"
"Woolworths (Kellyville)","2024-05-30 06:41:24.890",-20,"CARD_TRANSACTION","c63864ca-f998-4f24-867f-8f18ad304ac9"
"Industry Beans (Fitzroy - Head Office)","2024-05-30 06:34:56.979",-41,"CARD_TRANSACTION","4398996d-cac7-4575-96f1-4117458bc464"
"Felix Mobile","2024-05-30 06:26:59.008",-35,"CARD_TRANSACTION","d247f2c3-f384-4df6-a60a-172c4e271009"
"Felix Mobile","2024-05-30 06:26:34.278",-1,"CARD_TRANSACTION","26d56fcb-34c7-4824-ac7e-8f3508d3afd7"
"Officeworks (Castle Hill)","2024-05-30 06:25:22.499",-22.32,"CARD_TRANSACTION","a9ef3a8e-a963-4b6d-81fe-d8a78b20df48"
"Woolworths (Yamanto)","2024-05-30 06:17:59.608",-7.25,"CARD_TRANSACTION","e3654bda-2858-4906-bd2b-f5ca9d612c53"
"Drakes Supermarkets (North Lakes)","2024-05-30 06:07:56.666",-24.45,"CARD_TRANSACTION","b2dcc11a-05a7-4408-9f8a-b6328de0f701"
"Whats Cooking (Castle Hill)","2024-05-30 06:00:46.644",-61.9,"CARD_TRANSACTION","518b0b8d-0412-47a1-a2cc-2f2c8316e54f"
"Chemist Warehouse (Castle Hill)","2024-05-30 05:58:34.503",-39.88,"CARD_TRANSACTION","9a139fc2-7e59-4ab7-b19a-ac44de30b870"
"Wild Rooster Chicken Shop (Penshurst)","2024-05-30 05:46:57.608",-17.08,"CARD_TRANSACTION","e6a0c64b-52b9-4e1f-95e2-be0c970deddc"
"Tj's Pizza Cafe","2024-05-30 05:38:35.306",-6.1,"CARD_TRANSACTION","42c7b48c-8e72-4d0c-a884-dced7f2f24d7"
"CircumTec","2024-05-30 05:19:43.378",-3.1,"CARD_TRANSACTION","58686f9a-e176-4be0-a2ce-623000b8d886"
"Coles (Murray Bridge)","2024-05-30 04:30:05.137",-80.67,"CARD_TRANSACTION","db05ae9a-dd6d-4087-89cd-2851f4504e35"
"Noori Market Pty Ltd","2024-05-30 04:23:37.729",-15,"CARD_TRANSACTION","6926b9c2-538d-48e6-90b1-4fee3a1c3ff1"
"Carbar","2024-05-30 04:05:58.207",-1,"CARD_TRANSACTION","2f24d954-ffd1-4c5f-8c50-5c4815c08bf2"
"Millers (Murray Bridge)","2024-05-30 03:54:33.172",-30,"CARD_TRANSACTION","1a8a08e8-f636-402d-a704-b20e0682a38e"
"Sushi Roll (World Square)","2024-05-30 03:54:05.284",-17.41,"CARD_TRANSACTION","972f4b87-abf9-4aaf-b2df-4bad6e88ef93"
"Woolworths (Roselands)","2024-05-30 03:32:48.515",-12.85,"CARD_TRANSACTION","84e7a3e9-b6a7-4883-9b7b-c97919c4cedf"
"Australia Post (Murray Bridge Post Shop)","2024-05-30 03:32:32.078",-11.79,"CARD_TRANSACTION","33b60c42-bd2f-4800-9810-2521d75eecd6"
"Woolworths (St Georges Terrace)","2024-05-30 03:28:29.675",-29.6,"CARD_TRANSACTION","a0772d58-964b-4fe7-83ef-218f4e1d27c1"
"Priceline Pharmacy (Seven Hills)","2024-05-30 03:21:39.557",-4.99,"CARD_TRANSACTION","d118c443-90aa-4f1d-8340-9a1fd10ecc0b"
"Gaia Inc.","2024-05-30 02:55:33.315",-15.99,"CARD_TRANSACTION","b68b0270-c705-40f0-81a1-2e7d58da3fe4"
"ALDI (Roselands)","2024-05-30 02:51:56.651",-90.4,"CARD_TRANSACTION","f7d80c91-ec60-4f13-a7ce-1bb7eb326f2d"
"Peninsula Coffee Lab","2024-05-30 02:48:00.291",-8,"CARD_TRANSACTION","16f58519-bbbd-43b4-9a0c-d8da7f5d7ccf"
"Woodbine Bakery","2024-05-30 02:42:35.140",-15,"CARD_TRANSACTION","4a5aa937-a6cc-4f25-877e-479ada1a5621"
"Living Waters Community Church","2024-05-30 02:14:46.931",-18,"CARD_TRANSACTION","3d765807-ea7f-48ce-a7d8-f0a1e24cdae7"
"Transport NSW","2024-05-30 00:29:05.203",-1,"CARD_TRANSACTION","0d1f2b9d-ad7d-4d58-8e8a-214f75691a62"
"Priceline Pharmacy (Bonnyrigg Plaza)","2024-05-30 00:09:06.547",-35.84,"CARD_TRANSACTION","d782fecc-f470-4265-a169-13de3223ab49"
"Brighter Coffee","2024-05-30 00:06:25.457",-17.5,"CARD_TRANSACTION","d068480e-43ff-4eb6-90ff-c19b01b4902d"
"Skip","2024-05-29 23:31:25.578",-5.61,"CARD_TRANSACTION","77e4cbe4-163d-44d5-bd9e-b6ca8717858e"
"United Petroleum (Lynbrook)","2024-05-29 23:09:38.088",-98.01,"CARD_TRANSACTION","f01a8e8e-abb8-48c8-a7d5-487c70ab70d7"
"Veneziano Coffee Roasters (Surry Hills)","2024-05-29 22:58:01.858",-6.06,"CARD_TRANSACTION","1e79796e-253e-41a1-bcd6-00264786ef48"
"Transport NSW","2024-05-29 22:24:12.383",-1,"CARD_TRANSACTION","12922bac-fc19-45f8-a7bc-e69ac8de124a"
"Costi's Fish & Chips (Barangaroo)","2024-05-29 21:46:52.380",-6.06,"CARD_TRANSACTION","6bea61a9-f8a0-400a-8d71-eedf68c6c28a"
"Cali Press (Quay Quarter)","2024-05-29 21:45:52.987",-22.69,"CARD_TRANSACTION","efd011aa-da28-4eda-8b6f-942341c1d25f"
"Quay Pharmacy","2024-05-29 21:42:46.197",-28.98,"CARD_TRANSACTION","389806d7-904e-4fea-b8c1-26805f51b182"
"Coles Express (Northmead)","2024-05-29 21:40:10.187",-7.5,"CARD_TRANSACTION","d0607f30-b539-4fd5-884b-42ba05ffa87d"
"Zeller","2024-05-29 20:32:44.997",-16.15,"CARD_TRANSACTION","c1ecdcb4-cbdc-4426-b78d-bba30d5c41ba"
"Afterpay","2024-05-29 19:28:04.070",-18.5,"CARD_TRANSACTION","6834d03b-8399-4ee6-8417-476dc3c53ee7"
"PayPal (Pay in 4)","2024-05-29 18:27:09.290",-15.74,"CARD_TRANSACTION","aa096c87-1df4-43ba-8ad2-2488c1bc6eea"
"Afterpay","2024-05-29 18:15:15.188",-15.97,"CARD_TRANSACTION","18d62684-7d27-4bc5-a26e-cd7ebd703cc0"
"McDonald's (BP Coomera)","2024-05-29 11:13:47.380",-15.6,"CARD_TRANSACTION","2c6fd22b-5697-45b3-b0fb-928307821414"
"Temu Australia","2024-05-29 10:20:01.361",-41.98,"CARD_TRANSACTION","3b593c3a-cf86-4d41-92cd-45da42c3cff8"
"Lime Bikes","2024-05-29 09:46:53.259",-1,"CARD_TRANSACTION","c032e032-ed1a-4bb2-b4cd-b256176197c3"
"Coles (Wonthaggi)","2024-05-29 09:21:48.623",-21,"CARD_TRANSACTION","f090c5d6-f6b5-42f3-96ed-22dc7d664c5f"
"Lime Bikes","2024-05-29 08:30:31.200",-12.26,"CARD_TRANSACTION","b3dcfc0c-c14d-46f8-9307-2e9c68b04693"
"Lime Bikes","2024-05-29 08:30:31.200",-4.99,"CARD_TRANSACTION","b3dcfc0c-c14d-46f8-9307-2e9c68b04693"
"Farmer Jacks (Crossways Shopping Centre)","2024-05-29 08:25:54.211",-19.83,"CARD_TRANSACTION","7057e21e-07bc-4929-b223-e73db2b0ec7f"
"Vodafone","2024-05-29 08:24:49.838",-104.11,"CARD_TRANSACTION","31932171-be5d-4fc2-aa0e-a9f8fa6b9ed4"
"Lime Bikes","2024-05-29 08:24:22.735",-1,"CARD_TRANSACTION","42a98148-51f1-4a7f-b9cb-921b69ca6e46"
"QE Foodstores (Darlinghurst)","2024-05-29 08:16:49.643",-17.52,"CARD_TRANSACTION","8a8651af-1579-4f51-804a-0e3eb2b9c8d9"
"Coles Express (Creswick)","2024-05-29 08:08:53.493",-60,"CARD_TRANSACTION","1cba0b40-ade5-4497-a410-d353c1fa4dc6"
"Woolworths (Norwest Circa)","2024-05-29 07:52:08.239",-27.95,"CARD_TRANSACTION","4e7aaadd-9f14-4476-a739-d988bd6a9ddc"
"Daylesford Charcoal Chicken","2024-05-29 07:34:40.661",-31.5,"CARD_TRANSACTION","0d808166-b9a4-4f6b-abbb-cb5954101e13"
"Coles (Cardinia Lakes Shopping Centre)","2024-05-29 07:25:41.030",-17.75,"CARD_TRANSACTION","308fade2-2400-46c8-bf4d-16982d8cb771"
"Woolworths (Greenway Village)","2024-05-29 07:23:33.539",-20.16,"CARD_TRANSACTION","a0e964c5-0a17-4acf-9971-0cde4e5d22ad"
"Coles (Hastings VIC)","2024-05-29 07:09:23.231",-9.1,"CARD_TRANSACTION","f1052e1a-39e5-4f4d-bc52-f73a21342164"
"Kmart (Leongatha)","2024-05-29 06:37:12.157",-4.5,"CARD_TRANSACTION","d6ff0034-92d3-4693-9ec8-7d03fe5a0e67"
"Woolworths (Floreat Forum)","2024-05-29 06:24:54.439",-37.54,"CARD_TRANSACTION","cc578b3c-41dc-4b47-ae31-b51ec5278da8"
"Motor Culture Australia","2024-05-29 06:14:05.475",-10,"CARD_TRANSACTION","d7272ee6-ecf7-4e76-a744-644f81e6794a"
"Viator","2024-05-29 06:09:10.125",-211.24,"CARD_TRANSACTION","8bef6cef-275d-490a-85f1-4f7a8f26bbab"
"Ding YI Australia Pty Ltd","2024-05-29 05:51:30.478",-13,"CARD_TRANSACTION","0db4fefb-716e-4e1d-adda-1e29b8a6b255"
"Origin Energy","2024-05-29 05:26:50.624",-50,"CARD_TRANSACTION","5bc86630-4d17-4119-b3b2-aaba0980a3bb"
"Woolworths Metro (Surry Hills)","2024-05-29 04:48:13.047",-10.6,"CARD_TRANSACTION","7007c800-f9f6-4776-a9ab-72059cb4fc39"
"Coles (Waterford Plaza Karawara)","2024-05-29 04:32:11.246",-2.95,"CARD_TRANSACTION","a3750cb3-ea3a-4d5e-9bbd-60949f2baa75"
"Woolworths (Wheelers Hill)","2024-05-29 04:16:22.042",-4.5,"CARD_TRANSACTION","c1945923-c2a2-4690-8c46-c785d8412462"
"Metro Petroleum (Cremorne)","2024-05-29 04:16:01.537",-74.54,"CARD_TRANSACTION","db9bfeda-1e75-4f81-bbb4-b7f930a9ab6b"
"Bunnings (Old Reynella)","2024-05-29 04:15:55.463",-80.39,"CARD_TRANSACTION","6113b875-bca8-488b-a6b4-fbb575260fa8"
"Drakes Supermarkets (Salisbury North)","2024-05-29 04:04:57.023",-59.25,"CARD_TRANSACTION","b30eff34-cfbd-4317-9cbc-28146fc2f56f"
"IGA (Putney)","2024-05-29 04:04:40.238",-3.49,"CARD_TRANSACTION","d43eb1e9-7819-4e47-abbc-1f01bda6777c"
"Threefold Pastry","2024-05-29 03:55:06.091",-4.7,"CARD_TRANSACTION","155ffc8c-bb5a-42ac-a074-6cdd0e0de6e8"
"ALDI (South Melbourne)","2024-05-29 03:06:59.549",-66,"CARD_TRANSACTION","bb06561a-5c8c-4e2d-9d2f-42e9993dd403"
"Woolworths (South Melbourne Central)","2024-05-29 02:47:28.691",-16.4,"CARD_TRANSACTION","13fccf72-365f-4dfb-bf88-2ab2a10e4cf9"
"Kirra Surf Life Saving Club","2024-05-29 02:43:01.673",-6.5,"CARD_TRANSACTION","ae62dad7-e3a1-410e-ac2f-49115dc9a9bf"
"PayPal","2024-05-29 02:42:38.651",-60,"CARD_TRANSACTION","7f8e0fb2-b73d-46e1-8b59-0f7384a95ad7"
"Rod's Fruit & Veg","2024-05-29 02:28:25.690",-34.4,"CARD_TRANSACTION","577cc6ab-7c0c-4ce9-bd41-85f5a39b7d59"
"Kirra Surf Life Saving Club","2024-05-29 02:14:12.554",-44,"CARD_TRANSACTION","14b478aa-7db1-4a3d-85a1-bb46b739a834"
"Peninsula Coffee Lab","2024-05-29 02:09:39.521",-8,"CARD_TRANSACTION","a494bf71-744f-4955-bb65-4bab430f94b7"
"Kirra Surf Life Saving Club","2024-05-29 02:04:01.169",-15.2,"CARD_TRANSACTION","bf501f5f-e197-489d-b4f7-26d543b1f14d"
"Serafim's Pharmacy (Bourke St)","2024-05-29 02:01:27.009",-36.1,"CARD_TRANSACTION","52360b03-0a78-49c2-bef7-1cc9b41f30c3"
"Dad & the Frog","2024-05-29 01:56:26.822",-5.08,"CARD_TRANSACTION","43cba260-df1a-4299-a25e-e5e734934db3"
"Rumi Cosmetiques","2024-05-29 01:36:33.376",-44,"CARD_TRANSACTION","ab1b1b4c-f582-4802-804f-c6d3fa4681f9"
"Rumi Cosmetiques","2024-05-29 01:34:01.439",-54.66,"CARD_TRANSACTION","3e04475f-dcb2-4784-aaa2-93822604c7e2"
"Michels Patisserie (West Gosford)","2024-05-29 01:33:39.921",-5.5,"CARD_TRANSACTION","8f79652e-8f27-462f-bffa-4c9f65f71e70"
"Boomerang Hotel","2024-05-29 01:15:48.857",-6.5,"CARD_TRANSACTION","ddb57f1c-d731-4e8a-b961-2a7459e3009b"
"Guide Dogs Queensland","2024-05-29 00:48:07.660",-5,"CARD_TRANSACTION","f3bf7e73-4a09-4cde-aa46-65319bc53dd3"
"EG Group (Burwood East)","2024-05-29 00:46:13.684",-20,"CARD_TRANSACTION","97247b6e-e92d-42f2-aaf7-67fb64596abe"
"Boomerang Hotel","2024-05-29 00:44:00.972",-6.5,"CARD_TRANSACTION","f963f25c-15de-401c-a898-1e0c409e454d"
"Flannerys (Robina)","2024-05-29 00:33:32.290",-45.04,"CARD_TRANSACTION","90715a5c-1874-4569-b9af-a0fa61c9ed85"
"IGA (Spano's Robina)","2024-05-29 00:26:23.676",-53.1,"CARD_TRANSACTION","b831a228-44fc-4632-be04-a4dbb0b26ba7"
"Zarraffa's Coffee (Easy T Shopping Centre)","2024-05-28 23:56:23.233",-14,"CARD_TRANSACTION","0adde09b-84d4-408f-a966-524d9177ecae"
"Skip","2024-05-28 23:51:02.983",-5.61,"CARD_TRANSACTION","76d29f82-bd91-487b-a1a8-8f99ebf58eed"
"Woolworths (Marsfield)","2024-05-28 23:47:12.912",-7.91,"CARD_TRANSACTION","330eb1f5-5e75-4c86-a258-2a902d36376d"
"The Copper Mill","2024-05-28 23:27:16.430",-43.7,"CARD_TRANSACTION","6b995c2a-65d8-4d76-9df7-344eb50e0725"
"Brighter Coffee","2024-05-28 23:21:28.730",-31.5,"CARD_TRANSACTION","f50f311d-a9b1-4b24-af6e-1097141812d6"
"Instantscripts","2024-05-28 22:46:24.945",-19,"CARD_TRANSACTION","4cbef6eb-5830-4725-9b3b-7c681af94d7b"
"Myrtle Glen","2024-05-28 22:25:41.344",-4,"CARD_TRANSACTION","5d2a088e-6d91-413d-91ae-187f0b1bb8bc"
"Veneziano Coffee Roasters (Surry Hills)","2024-05-28 22:24:15.390",-6.06,"CARD_TRANSACTION","b69c07bb-7cc7-4131-9159-9b8a0e11337a"
"Ampol Foodary (Munno Para)","2024-05-28 22:17:35.516",-50,"CARD_TRANSACTION","16d6b4b2-8ff4-4d70-9996-5d737a9a0e39"
"Blumin","2024-05-28 21:39:13.853",-5.06,"CARD_TRANSACTION","73577075-1833-42bf-8414-6b2e440ee766"
"The Standard Market Company (Ferry Road)","2024-05-28 21:23:32.889",-21.8,"CARD_TRANSACTION","c206c7a3-028c-406c-b988-62f3ab8fbc30"
"Sydney Park Kiosk (Alexandria)","2024-05-28 21:09:06.527",-5.06,"CARD_TRANSACTION","2d7e0e96-8b8d-4ecf-9f2d-d25c6f4e6348"
"Ryde-Parramatta Golf Club","2024-05-28 20:40:58.798",-12,"CARD_TRANSACTION","a149b6de-75a1-4b36-a5da-0984e83700f4"
"Zeller","2024-05-28 20:31:47.494",-6.2,"CARD_TRANSACTION","97a59e1c-aa43-4e15-a317-8d06dac8244c"
"Transport NSW","2024-05-28 20:21:09.882",-1,"CARD_TRANSACTION","604f55df-0240-499c-8292-629e786a69d9"
"Transport NSW","2024-05-28 20:13:30.007",-20,"CARD_TRANSACTION","7edb7931-4a4a-490d-95a5-3005b8a10f39"
"Netflix","2024-05-28 16:27:00.978",-6.99,"CARD_TRANSACTION","78928553-5587-49f5-aad6-7795443de53c"
"Kingswood Tobacco Gi","2024-05-28 10:57:25.830",-20,"CARD_TRANSACTION","8eeb4161-6449-4561-b119-b120ee3bbdcd"
"Vintage Cellars (Shenton Park)","2024-05-28 10:53:42.002",-19,"CARD_TRANSACTION","436dd7ed-7b90-4676-b709-2af9c36182d9"
"Woolworths (Newington Marketplace)","2024-05-28 10:47:14.700",-6.6,"CARD_TRANSACTION","aa94f5d7-f373-4795-bcb8-9d22b833dbff"
"El Questro","2024-05-28 10:31:31.975",-55,"CARD_TRANSACTION","898d152c-3a67-4195-942e-46b8defcda8c"
"Coles (Pinewood Shopping Centre)","2024-05-28 10:09:49.546",-6.15,"CARD_TRANSACTION","35ea91b7-ad7b-4900-9639-916d743a2a3c"
"Sp Loop Australia","2024-05-28 10:09:07.709",-42.9,"CARD_TRANSACTION","6c527d03-1a42-4e5f-bbc4-dcfb7cc39eb4"
"Ticketek","2024-05-28 10:03:00.742",-45.95,"CARD_TRANSACTION","df40a401-f2be-44c7-a366-8fab644a051c"
"Mandurah Healthfoods","2024-05-28 09:01:17.787",-52.26,"CARD_TRANSACTION","9e063f8d-f1c7-47b3-b531-91dc85002282"
"Coco Cubano (Westfield Parramatta)","2024-05-28 08:15:25.016",-4.26,"CARD_TRANSACTION","d0ff152f-4910-454b-8891-39dde01166e7"
"McDonald's (Deception Bay)","2024-05-28 07:45:05.177",-6.9,"CARD_TRANSACTION","60030007-d31b-4036-ba2b-1a5e646a09bc"
"EG Group (Burwood East)","2024-05-28 07:39:22.348",-19.58,"CARD_TRANSACTION","c2b8096a-9d8a-4fec-b587-5bc2ccecc5ba"
"Ryde Natural Health Clinic","2024-05-28 07:14:15.672",-90,"CARD_TRANSACTION","d19bd022-9e1d-4a79-9941-344448c1c717"
"12go","2024-05-28 07:10:50.385",-97.95,"CARD_TRANSACTION","c674ab9b-8296-45ee-87bf-3265d8aeb522"
"Dusk","2024-05-28 06:48:34.376",-54.9,"CARD_TRANSACTION","b27212e2-bc7a-4da8-9fce-d2fd225abca4"
"Smartpay Australia","2024-05-28 06:48:24.151",-2.24,"CARD_TRANSACTION","72292173-cd60-44e6-a411-aa762d4932a0"
"Coles (Treetops Plaza)","2024-05-28 06:47:19.113",-27.25,"CARD_TRANSACTION","1ef56425-971e-4881-bda9-f3890150482c"
"Self Cared","2024-05-28 06:26:42.932",-49.45,"CARD_TRANSACTION","ce86b474-b3a5-43d4-a636-33e79a4316bf"
"App*nebulaastrology","2024-05-28 05:58:05.943",-1.52,"CARD_TRANSACTION","3c961734-9d9e-4264-ad01-c7062de18487"
"Kmart (Leongatha)","2024-05-28 05:57:49.056",-2.5,"CARD_TRANSACTION","74130e1a-1dd8-459f-90b4-f27f4c79a489"
"Spotlight (Munno Para)","2024-05-28 05:29:13.085",-104.2,"CARD_TRANSACTION","5115bcfd-a2e0-445f-ae87-2562be61434c"
"Woolworths (Dandenong)","2024-05-28 04:51:42.858",-0.7,"CARD_TRANSACTION","3cbea968-924c-491d-863f-3b550e57dec6"
"Zeller","2024-05-28 04:47:08.701",-20.28,"CARD_TRANSACTION","33f282ff-d7c9-4213-bc8e-dd60a88c1c55"
"Ampol (Coombabah)","2024-05-28 04:37:07.051",-10,"CARD_TRANSACTION","ed05744c-4a50-45f0-a292-b35cc908ddcb"
